GEO.id,GEO.id2,GEO.display-label,HD01_VD01,HD02_VD01,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04,HD01_VD05,HD02_VD05,HD01_VD06,HD02_VD06,HD01_VD07,HD02_VD07,HD01_VD08,HD02_VD08,HD01_VD09,HD02_VD09,HD01_VD10,HD02_VD10
Id,Id2,Geography,Estimate; Total:,Margin of Error; Total:,Estimate; Total: - White alone,Margin of Error; Total: - White alone,Estimate; Total: - Black or African American alone,Margin of Error; Total: - Black or African American alone,Estimate; Total: - American Indian and Alaska Native alone,Margin of Error; Total: - American Indian and Alaska Native alone,Estimate; Total: - Asian alone,Margin of Error; Total: - Asian alone,Estimate; Total: - Native Hawaiian and Other Pacific Islander alone,Margin of Error; Total: - Native Hawaiian and Other Pacific Islander alone,Estimate; Total: - Some other race alone,Margin of Error; Total: - Some other race alone,Estimate; Total: - Two or more races:,Margin of Error; Total: - Two or more races:,Estimate; Total: - Two or more races: - Two races including Some other race,Margin of Error; Total: - Two or more races: - Two races including Some other race,"Estimate; Total: - Two or more races: - Two races excluding Some other race, and three or more races","Margin of Error; Total: - Two or more races: - Two races excluding Some other race, and three or more races"
1500000US370810128042,370810128042,"Block Group 2, Census Tract 128.04, Guilford County, North Carolina",2176,409,448,289,1553,272,8,13,0,12,0,12,44,77,123,174,116,174,7,11
1500000US370810128051,370810128051,"Block Group 1, Census Tract 128.05, Guilford County, North Carolina",2777,527,642,234,2020,508,0,12,101,164,0,12,0,12,14,22,0,12,14,22
1500000US370810136011,370810136011,"Block Group 1, Census Tract 136.01, Guilford County, North Carolina",1478,226,751,208,701,141,4,9,6,12,0,12,0,12,16,19,0,12,16,19
1500000US370810136012,370810136012,"Block Group 2, Census Tract 136.01, Guilford County, North Carolina",966,238,624,211,336,146,0,12,6,13,0,12,0,12,0,12,0,12,0,12
1500000US370810136021,370810136021,"Block Group 1, Census Tract 136.02, Guilford County, North Carolina",1401,415,508,291,730,273,0,12,76,108,5,12,0,12,82,78,9,18,73,76
1500000US370810136022,370810136022,"Block Group 2, Census Tract 136.02, Guilford County, North Carolina",660,205,376,122,235,157,0,12,0,12,0,12,13,19,36,44,0,12,36,44
1500000US370810136023,370810136023,"Block Group 3, Census Tract 136.02, Guilford County, North Carolina",832,259,566,232,192,118,0,12,0,12,0,12,13,17,61,70,0,12,61,70
1500000US370810136024,370810136024,"Block Group 4, Census Tract 136.02, Guilford County, North Carolina",908,189,355,145,488,163,22,20,0,12,0,12,0,12,43,53,17,42,26,41
1500000US370810137001,370810137001,"Block Group 1, Census Tract 137, Guilford County, North Carolina",1066,216,1022,221,44,52,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370810137002,370810137002,"Block Group 2, Census Tract 137, Guilford County, North Carolina",605,146,519,127,86,79,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370810137003,370810137003,"Block Group 3, Census Tract 137, Guilford County, North Carolina",683,191,369,198,219,104,0,12,66,75,0,12,9,14,20,34,20,34,0,12
1500000US370810137004,370810137004,"Block Group 4, Census Tract 137, Guilford County, North Carolina",690,162,690,162,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370810137005,370810137005,"Block Group 5, Census Tract 137, Guilford County, North Carolina",820,204,547,116,210,140,0,12,63,96,0,12,0,12,0,12,0,12,0,12
1500000US370810138001,370810138001,"Block Group 1, Census Tract 138, Guilford County, North Carolina",1092,408,244,256,810,305,0,12,0,12,0,12,38,54,0,12,0,12,0,12
1500000US370810138002,370810138002,"Block Group 2, Census Tract 138, Guilford County, North Carolina",849,283,36,52,631,236,0,12,94,98,0,12,0,12,88,92,17,24,71,90
1500000US370810138003,370810138003,"Block Group 3, Census Tract 138, Guilford County, North Carolina",770,342,145,206,625,292,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370810138004,370810138004,"Block Group 4, Census Tract 138, Guilford County, North Carolina",478,216,130,125,265,134,0,12,0,12,0,12,0,12,83,93,53,79,30,47
1500000US370810138005,370810138005,"Block Group 5, Census Tract 138, Guilford County, North Carolina",1625,517,458,343,892,314,7,12,158,174,0,12,110,148,0,12,0,12,0,12
1500000US370810139001,370810139001,"Block Group 1, Census Tract 139, Guilford County, North Carolina",636,232,48,74,567,214,0,12,0,12,0,12,0,12,21,33,0,12,21,33
1500000US370810139002,370810139002,"Block Group 2, Census Tract 139, Guilford County, North Carolina",979,321,163,76,752,316,0,12,0,12,0,12,30,44,34,31,0,12,34,31
1500000US370810139003,370810139003,"Block Group 3, Census Tract 139, Guilford County, North Carolina",695,289,105,85,573,291,0,12,0,12,0,12,0,12,17,25,0,12,17,25
1500000US370810139004,370810139004,"Block Group 4, Census Tract 139, Guilford County, North Carolina",2282,388,16,46,1892,467,0,12,299,283,0,12,0,12,75,94,0,12,75,94
1500000US370810140001,370810140001,"Block Group 1, Census Tract 140, Guilford County, North Carolina",1201,421,481,250,428,180,0,12,0,12,0,12,192,226,100,156,0,12,100,156
1500000US370810140002,370810140002,"Block Group 2, Census Tract 140, Guilford County, North Carolina",2501,524,1732,455,433,189,8,12,67,81,0,12,222,224,39,44,8,13,31,34
1500000US370810142001,370810142001,"Block Group 1, Census Tract 142, Guilford County, North Carolina",781,249,156,126,423,145,10,17,75,101,0,12,83,125,34,58,0,12,34,58
1500000US370810142002,370810142002,"Block Group 2, Census Tract 142, Guilford County, North Carolina",943,371,382,251,540,258,21,31,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370810142003,370810142003,"Block Group 3, Census Tract 142, Guilford County, North Carolina",1109,285,149,97,746,276,0,12,213,156,0,12,0,12,1,2,0,12,1,2
1500000US370810142004,370810142004,"Block Group 4, Census Tract 142, Guilford County, North Carolina",1211,433,68,80,1050,424,0,12,22,37,0,12,0,12,71,113,0,12,71,113
1500000US370810143001,370810143001,"Block Group 1, Census Tract 143, Guilford County, North Carolina",611,303,438,269,77,65,0,12,96,149,0,12,0,12,0,12,0,12,0,12
1500000US370810143002,370810143002,"Block Group 2, Census Tract 143, Guilford County, North Carolina",783,318,56,79,661,282,0,12,60,112,0,12,3,6,3,6,0,12,3,6
1500000US370810143003,370810143003,"Block Group 3, Census Tract 143, Guilford County, North Carolina",1141,313,561,302,473,200,0,12,0,12,0,12,89,110,18,25,0,12,18,25
1500000US370810143004,370810143004,"Block Group 4, Census Tract 143, Guilford County, North Carolina",580,218,148,77,191,108,0,12,129,162,0,12,112,136,0,12,0,12,0,12
1500000US370810144061,370810144061,"Block Group 1, Census Tract 144.06, Guilford County, North Carolina",2392,172,626,160,1594,150,0,12,103,75,0,12,19,20,50,54,0,12,50,54
1500000US370810144071,370810144071,"Block Group 1, Census Tract 144.07, Guilford County, North Carolina",2465,497,1708,487,613,257,0,12,0,12,0,12,144,175,0,12,0,12,0,12
1500000US370810144072,370810144072,"Block Group 2, Census Tract 144.07, Guilford County, North Carolina",2311,625,2034,606,155,142,0,12,88,92,0,12,0,12,34,44,0,12,34,44
1500000US370810144073,370810144073,"Block Group 3, Census Tract 144.07, Guilford County, North Carolina",1347,455,725,279,373,331,0,12,21,33,0,12,228,298,0,12,0,12,0,12
1500000US370810144081,370810144081,"Block Group 1, Census Tract 144.08, Guilford County, North Carolina",2391,246,909,286,961,151,31,38,36,58,0,12,243,165,211,138,48,67,163,112
1500000US370810144091,370810144091,"Block Group 1, Census Tract 144.09, Guilford County, North Carolina",1240,244,1096,233,107,130,0,12,28,33,0,12,0,12,9,15,0,12,9,15
1500000US370810144092,370810144092,"Block Group 2, Census Tract 144.09, Guilford County, North Carolina",1488,267,918,178,367,201,0,12,20,31,0,12,71,60,112,138,3,7,109,138
1500000US370810144101,370810144101,"Block Group 1, Census Tract 144.10, Guilford County, North Carolina",1228,303,759,225,469,141,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370810144102,370810144102,"Block Group 2, Census Tract 144.10, Guilford County, North Carolina",1242,458,649,182,275,284,2,4,226,264,0,12,47,51,43,57,0,12,43,57
1500000US370810144103,370810144103,"Block Group 3, Census Tract 144.10, Guilford County, North Carolina",1340,276,615,140,506,202,15,22,13,21,0,12,145,176,46,51,0,12,46,51
1500000US370810144111,370810144111,"Block Group 1, Census Tract 144.11, Guilford County, North Carolina",1847,424,956,273,502,203,6,13,258,270,0,12,6,13,119,94,51,74,68,58
1500000US370810144112,370810144112,"Block Group 2, Census Tract 144.11, Guilford County, North Carolina",1771,396,437,214,1077,289,0,12,92,94,0,12,165,235,0,12,0,12,0,12
1500000US370810144113,370810144113,"Block Group 3, Census Tract 144.11, Guilford County, North Carolina",1810,362,329,134,1379,366,0,12,0,12,0,12,13,16,89,115,17,26,72,109
1500000US370810144121,370810144121,"Block Group 1, Census Tract 144.12, Guilford County, North Carolina",1320,261,799,192,229,130,0,12,67,100,50,85,84,97,91,62,7,14,84,60
1500000US370810144122,370810144122,"Block Group 2, Census Tract 144.12, Guilford County, North Carolina",1535,230,999,208,482,202,0,12,0,12,0,12,29,35,25,44,0,12,25,44
1500000US370810145011,370810145011,"Block Group 1, Census Tract 145.01, Guilford County, North Carolina",710,163,451,132,99,69,29,21,0,12,0,12,84,70,47,69,0,12,47,69
1500000US370810145012,370810145012,"Block Group 2, Census Tract 145.01, Guilford County, North Carolina",716,203,436,176,151,128,11,17,33,35,0,12,10,16,75,77,40,67,35,39
1500000US370810145021,370810145021,"Block Group 1, Census Tract 145.02, Guilford County, North Carolina",2860,553,1320,285,462,233,0,12,974,424,0,12,65,100,39,55,11,16,28,51
1500000US370810145022,370810145022,"Block Group 2, Census Tract 145.02, Guilford County, North Carolina",2045,508,445,218,942,277,0,12,385,327,0,12,119,140,154,147,0,12,154,147
1500000US370810145031,370810145031,"Block Group 1, Census Tract 145.03, Guilford County, North Carolina",2384,397,586,199,1391,338,0,12,271,199,0,12,136,128,0,12,0,12,0,12
1500000US370810145032,370810145032,"Block Group 2, Census Tract 145.03, Guilford County, North Carolina",1316,267,230,129,838,221,28,44,87,125,0,12,86,141,47,39,0,12,47,39
1500000US370810151001,370810151001,"Block Group 1, Census Tract 151, Guilford County, North Carolina",1519,276,1434,288,40,47,0,12,0,12,0,12,45,69,0,12,0,12,0,12
1500000US370810151002,370810151002,"Block Group 2, Census Tract 151, Guilford County, North Carolina",2296,382,1670,328,590,173,11,16,25,40,0,12,0,12,0,12,0,12,0,12
1500000US370810152001,370810152001,"Block Group 1, Census Tract 152, Guilford County, North Carolina",1243,466,1133,471,76,75,0,12,14,22,0,12,15,14,5,10,0,12,5,10
1500000US370810152002,370810152002,"Block Group 2, Census Tract 152, Guilford County, North Carolina",2309,339,1590,389,568,247,106,131,0,12,0,12,25,28,20,34,0,12,20,34
1500000US370810152003,370810152003,"Block Group 3, Census Tract 152, Guilford County, North Carolina",4938,634,3106,501,1447,516,0,12,167,196,0,12,16,26,202,166,0,12,202,166
1500000US370810152004,370810152004,"Block Group 4, Census Tract 152, Guilford County, North Carolina",707,220,707,220,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370810153001,370810153001,"Block Group 1, Census Tract 153, Guilford County, North Carolina",3132,475,1964,373,983,351,0,12,0,12,0,12,159,249,26,40,0,12,26,40
1500000US370810153002,370810153002,"Block Group 2, Census Tract 153, Guilford County, North Carolina",2044,473,1398,343,637,379,0,12,0,12,0,12,0,12,9,14,0,12,9,14
1500000US370810153003,370810153003,"Block Group 3, Census Tract 153, Guilford County, North Carolina",3600,683,1442,429,1708,575,5,10,117,158,0,12,198,141,130,140,0,12,130,140
1500000US370810154011,370810154011,"Block Group 1, Census Tract 154.01, Guilford County, North Carolina",4522,577,2398,403,2011,420,0,12,113,150,0,12,0,12,0,12,0,12,0,12
1500000US370810154012,370810154012,"Block Group 2, Census Tract 154.01, Guilford County, North Carolina",1482,342,977,312,367,194,0,12,0,12,0,12,118,170,20,27,0,12,20,27
1500000US370810154021,370810154021,"Block Group 1, Census Tract 154.02, Guilford County, North Carolina",797,468,746,447,51,78,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370810154022,370810154022,"Block Group 2, Census Tract 154.02, Guilford County, North Carolina",1659,418,1340,454,201,128,0,12,118,201,0,12,0,12,0,12,0,12,0,12
1500000US370810154023,370810154023,"Block Group 3, Census Tract 154.02, Guilford County, North Carolina",2353,451,292,177,1643,415,17,27,187,186,0,12,165,259,49,78,38,59,11,19
1500000US370810154024,370810154024,"Block Group 4, Census Tract 154.02, Guilford County, North Carolina",3851,841,1770,726,1282,510,0,12,0,12,1,3,583,570,215,353,215,353,0,12
1500000US370810155001,370810155001,"Block Group 1, Census Tract 155, Guilford County, North Carolina",5455,846,1579,243,3399,814,0,17,0,17,0,17,207,153,270,206,0,17,270,206
1500000US370810155002,370810155002,"Block Group 2, Census Tract 155, Guilford County, North Carolina",1714,594,734,206,953,565,0,12,0,12,0,12,0,12,27,43,0,12,27,43
1500000US370810156001,370810156001,"Block Group 1, Census Tract 156, Guilford County, North Carolina",5375,570,4950,606,252,176,49,48,67,67,10,16,0,17,47,57,0,17,47,57
1500000US370810156002,370810156002,"Block Group 2, Census Tract 156, Guilford County, North Carolina",3956,545,3284,514,487,218,14,24,113,124,0,12,8,15,50,80,0,12,50,80
1500000US370810156003,370810156003,"Block Group 3, Census Tract 156, Guilford County, North Carolina",912,445,680,398,69,116,0,12,0,12,0,12,163,219,0,12,0,12,0,12
1500000US370810157031,370810157031,"Block Group 1, Census Tract 157.03, Guilford County, North Carolina",1434,414,1026,264,320,334,0,12,32,34,0,12,41,63,15,22,0,12,15,22
1500000US370810157032,370810157032,"Block Group 2, Census Tract 157.03, Guilford County, North Carolina",2617,489,1803,297,350,259,17,26,18,27,0,12,35,57,394,352,113,186,281,296
1500000US370810157033,370810157033,"Block Group 3, Census Tract 157.03, Guilford County, North Carolina",2043,408,1382,391,618,346,0,12,43,68,0,12,0,12,0,12,0,12,0,12
1500000US370810157041,370810157041,"Block Group 1, Census Tract 157.04, Guilford County, North Carolina",3805,486,3095,415,550,336,0,12,85,104,0,12,11,19,64,65,27,49,37,47
1500000US370810157042,370810157042,"Block Group 2, Census Tract 157.04, Guilford County, North Carolina",2536,472,1347,410,1048,251,0,12,108,207,0,12,0,12,33,37,0,12,33,37
1500000US370810157051,370810157051,"Block Group 1, Census Tract 157.05, Guilford County, North Carolina",535,175,379,149,129,111,0,12,0,12,0,12,10,14,17,17,0,12,17,17
1500000US370810157052,370810157052,"Block Group 2, Census Tract 157.05, Guilford County, North Carolina",1815,211,1442,214,163,82,0,12,97,58,0,12,9,12,104,90,56,80,48,36
1500000US370810157053,370810157053,"Block Group 3, Census Tract 157.05, Guilford County, North Carolina",895,227,605,203,288,147,2,6,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370810157061,370810157061,"Block Group 1, Census Tract 157.06, Guilford County, North Carolina",4192,402,3502,324,560,291,27,40,43,75,0,12,60,65,0,12,0,12,0,12
1500000US370810157062,370810157062,"Block Group 2, Census Tract 157.06, Guilford County, North Carolina",1586,403,520,197,1001,307,0,12,0,12,0,12,0,12,65,78,27,44,38,46
1500000US370810157071,370810157071,"Block Group 1, Census Tract 157.07, Guilford County, North Carolina",2761,342,2476,348,121,114,0,12,78,73,0,12,0,12,86,90,0,12,86,90
1500000US370810157072,370810157072,"Block Group 2, Census Tract 157.07, Guilford County, North Carolina",1305,311,863,217,442,274,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370810157073,370810157073,"Block Group 3, Census Tract 157.07, Guilford County, North Carolina",2377,446,1692,363,500,270,0,12,140,133,0,12,0,12,45,38,23,37,22,34
1500000US370810158001,370810158001,"Block Group 1, Census Tract 158, Guilford County, North Carolina",4272,525,3960,555,195,135,0,12,34,50,0,12,0,12,83,92,0,12,83,92
1500000US370810158002,370810158002,"Block Group 2, Census Tract 158, Guilford County, North Carolina",1242,389,1242,389,0,12,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370810158003,370810158003,"Block Group 3, Census Tract 158, Guilford County, North Carolina",2839,453,2549,440,110,95,0,12,137,127,0,12,0,12,43,68,0,12,43,68
1500000US370810159011,370810159011,"Block Group 1, Census Tract 159.01, Guilford County, North Carolina",3389,438,3038,410,217,135,0,12,1,2,0,12,0,12,133,134,1,2,132,134
1500000US370810159012,370810159012,"Block Group 2, Census Tract 159.01, Guilford County, North Carolina",1991,418,1864,430,127,102,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370810159021,370810159021,"Block Group 1, Census Tract 159.02, Guilford County, North Carolina",3922,302,3266,297,344,287,43,47,172,111,0,12,45,72,52,52,0,12,52,52
1500000US370810160031,370810160031,"Block Group 1, Census Tract 160.03, Guilford County, North Carolina",2971,409,2350,420,245,200,21,24,318,190,0,12,0,12,37,56,0,12,37,56
1500000US370810160032,370810160032,"Block Group 2, Census Tract 160.03, Guilford County, North Carolina",1668,277,1532,263,16,26,0,12,120,135,0,12,0,12,0,12,0,12,0,12
1500000US370810160051,370810160051,"Block Group 1, Census Tract 160.05, Guilford County, North Carolina",1867,153,1444,192,236,118,0,12,175,105,0,12,7,11,5,7,0,12,5,7
1500000US370810160061,370810160061,"Block Group 1, Census Tract 160.06, Guilford County, North Carolina",1862,291,1425,249,259,140,0,12,153,165,0,12,0,12,25,28,0,12,25,28
1500000US370810160062,370810160062,"Block Group 2, Census Tract 160.06, Guilford County, North Carolina",2603,434,1966,359,435,167,0,12,197,156,0,12,5,8,0,12,0,12,0,12
1500000US370810160071,370810160071,"Block Group 1, Census Tract 160.07, Guilford County, North Carolina",2187,312,1668,347,430,234,0,12,0,12,0,12,54,87,35,55,0,12,35,55
1500000US370810160072,370810160072,"Block Group 2, Census Tract 160.07, Guilford County, North Carolina",1788,375,1011,279,674,404,0,12,103,162,0,12,0,12,0,12,0,12,0,12
1500000US370810160073,370810160073,"Block Group 3, Census Tract 160.07, Guilford County, North Carolina",1049,310,961,304,50,63,0,12,19,31,0,12,0,12,19,31,0,12,19,31
1500000US370810160081,370810160081,"Block Group 1, Census Tract 160.08, Guilford County, North Carolina",2818,395,2436,439,304,192,0,12,0,12,0,12,0,12,78,72,20,31,58,67
1500000US370810160082,370810160082,"Block Group 2, Census Tract 160.08, Guilford County, North Carolina",3400,435,2739,354,232,181,0,12,429,177,0,12,0,12,0,12,0,12,0,12
1500000US370810160083,370810160083,"Block Group 3, Census Tract 160.08, Guilford County, North Carolina",1022,284,685,198,103,63,0,12,36,44,0,12,67,100,131,138,0,12,131,138
1500000US370810160091,370810160091,"Block Group 1, Census Tract 160.09, Guilford County, North Carolina",2061,310,1621,265,277,187,0,12,92,84,0,12,31,49,40,64,0,12,40,64
1500000US370810160092,370810160092,"Block Group 2, Census Tract 160.09, Guilford County, North Carolina",1758,255,1400,232,284,274,12,20,0,12,0,12,62,83,0,12,0,12,0,12
1500000US370810160101,370810160101,"Block Group 1, Census Tract 160.10, Guilford County, North Carolina",1472,313,927,237,294,207,0,12,0,12,0,12,251,204,0,12,0,12,0,12
1500000US370810160102,370810160102,"Block Group 2, Census Tract 160.10, Guilford County, North Carolina",1278,254,1106,230,104,84,0,12,68,87,0,12,0,12,0,12,0,12,0,12
1500000US370810160111,370810160111,"Block Group 1, Census Tract 160.11, Guilford County, North Carolina",1982,523,818,309,890,444,0,12,75,95,0,12,198,309,1,15,0,12,1,15
1500000US370810160112,370810160112,"Block Group 2, Census Tract 160.11, Guilford County, North Carolina",928,320,347,213,543,286,0,12,38,61,0,12,0,12,0,12,0,12,0,12
1500000US370810160113,370810160113,"Block Group 3, Census Tract 160.11, Guilford County, North Carolina",1950,396,1098,319,530,360,0,12,308,355,0,12,14,22,0,12,0,12,0,12
1500000US370810160114,370810160114,"Block Group 4, Census Tract 160.11, Guilford County, North Carolina",1313,397,523,230,496,228,0,12,261,306,0,12,0,12,33,41,0,12,33,41
1500000US370810161011,370810161011,"Block Group 1, Census Tract 161.01, Guilford County, North Carolina",2760,399,2264,372,391,265,0,12,0,12,0,12,0,12,105,84,0,12,105,84
1500000US370810161012,370810161012,"Block Group 2, Census Tract 161.01, Guilford County, North Carolina",2158,362,1647,352,431,101,1,2,20,27,0,12,33,51,26,25,2,4,24,24
1500000US370810161021,370810161021,"Block Group 1, Census Tract 161.02, Guilford County, North Carolina",1658,399,389,242,1007,380,13,17,88,95,0,12,161,205,0,12,0,12,0,12
1500000US370810161022,370810161022,"Block Group 2, Census Tract 161.02, Guilford County, North Carolina",1443,275,976,222,394,167,0,12,0,12,10,15,55,69,8,14,0,12,8,14
1500000US370810161023,370810161023,"Block Group 3, Census Tract 161.02, Guilford County, North Carolina",1368,269,845,187,432,201,0,12,50,51,0,12,40,47,1,3,0,12,1,3
1500000US370810161031,370810161031,"Block Group 1, Census Tract 161.03, Guilford County, North Carolina",2235,345,1503,302,451,196,7,13,63,62,0,12,75,122,136,196,0,12,136,196
1500000US370810161032,370810161032,"Block Group 2, Census Tract 161.03, Guilford County, North Carolina",1755,382,1145,301,508,264,0,12,0,12,0,12,102,152,0,12,0,12,0,12
1500000US370810161033,370810161033,"Block Group 3, Census Tract 161.03, Guilford County, North Carolina",1319,553,714,388,544,414,0,12,61,117,0,12,0,12,0,12,0,12,0,12
1500000US370810162011,370810162011,"Block Group 1, Census Tract 162.01, Guilford County, North Carolina",3826,369,2802,384,272,210,48,52,605,358,0,12,0,12,99,102,0,12,99,102
1500000US370810162012,370810162012,"Block Group 2, Census Tract 162.01, Guilford County, North Carolina",2362,410,1993,391,94,105,0,12,139,123,0,12,0,12,136,166,0,12,136,166
1500000US370810162031,370810162031,"Block Group 1, Census Tract 162.03, Guilford County, North Carolina",4429,411,3111,304,645,220,0,12,571,390,0,12,57,67,45,40,0,12,45,40
1500000US370810162041,370810162041,"Block Group 1, Census Tract 162.04, Guilford County, North Carolina",3798,389,2618,329,349,196,92,120,601,66,0,12,15,23,123,122,70,107,53,53
1500000US370810162051,370810162051,"Block Group 1, Census Tract 162.05, Guilford County, North Carolina",4061,351,2527,267,662,171,0,12,817,270,0,12,46,60,9,13,0,12,9,13
1500000US370810163031,370810163031,"Block Group 1, Census Tract 163.03, Guilford County, North Carolina",2058,219,1470,207,291,102,0,12,252,195,9,15,2,4,34,51,0,12,34,51
1500000US370810163032,370810163032,"Block Group 2, Census Tract 163.03, Guilford County, North Carolina",1174,171,1144,173,18,26,0,12,0,12,0,12,0,12,12,17,0,12,12,17
1500000US370810163041,370810163041,"Block Group 1, Census Tract 163.04, Guilford County, North Carolina",3668,241,2849,265,423,61,8,13,109,93,0,12,248,244,31,43,0,12,31,43
1500000US370810163051,370810163051,"Block Group 1, Census Tract 163.05, Guilford County, North Carolina",1301,187,1010,181,214,99,0,12,8,12,0,12,0,12,69,75,0,12,69,75
1500000US370810163052,370810163052,"Block Group 2, Census Tract 163.05, Guilford County, North Carolina",1997,249,1400,207,271,192,0,12,191,125,0,12,12,18,123,87,0,12,123,87
1500000US370810163061,370810163061,"Block Group 1, Census Tract 163.06, Guilford County, North Carolina",4996,419,2835,296,1831,406,0,12,260,111,0,12,24,34,46,49,0,12,46,49
1500000US370810164051,370810164051,"Block Group 1, Census Tract 164.05, Guilford County, North Carolina",1871,170,794,140,896,135,0,12,33,34,5,8,91,95,52,41,12,16,40,37
1500000US370810164061,370810164061,"Block Group 1, Census Tract 164.06, Guilford County, North Carolina",3898,333,2272,356,965,180,0,12,347,173,0,12,302,218,12,19,0,12,12,19
1500000US370810164071,370810164071,"Block Group 1, Census Tract 164.07, Guilford County, North Carolina",2130,215,1328,226,612,152,0,12,190,108,0,12,0,12,0,12,0,12,0,12
1500000US370810164072,370810164072,"Block Group 2, Census Tract 164.07, Guilford County, North Carolina",2755,392,1827,280,229,180,0,12,623,287,0,12,0,12,76,74,0,12,76,74
1500000US370810164081,370810164081,"Block Group 1, Census Tract 164.08, Guilford County, North Carolina",1956,163,1612,132,123,88,4,8,168,136,0,12,19,25,30,32,24,30,6,9
1500000US370810164091,370810164091,"Block Group 1, Census Tract 164.09, Guilford County, North Carolina",2628,223,2176,252,352,181,0,12,100,61,0,12,0,12,0,12,0,12,0,12
1500000US370810164101,370810164101,"Block Group 1, Census Tract 164.10, Guilford County, North Carolina",1933,399,1044,275,709,414,0,12,160,85,20,32,0,12,0,12,0,12,0,12
1500000US370810164102,370810164102,"Block Group 2, Census Tract 164.10, Guilford County, North Carolina",4409,692,2154,487,1527,547,125,157,170,155,0,12,296,403,137,226,0,12,137,226
1500000US370810165021,370810165021,"Block Group 1, Census Tract 165.02, Guilford County, North Carolina",1235,316,1119,320,94,152,0,12,22,33,0,12,0,12,0,12,0,12,0,12
1500000US370810165022,370810165022,"Block Group 2, Census Tract 165.02, Guilford County, North Carolina",1913,363,1002,290,456,217,0,12,332,178,0,12,123,190,0,12,0,12,0,12
1500000US370810165023,370810165023,"Block Group 3, Census Tract 165.02, Guilford County, North Carolina",1888,380,1719,381,138,104,0,12,17,27,0,12,0,12,14,24,0,12,14,24
1500000US370810165024,370810165024,"Block Group 4, Census Tract 165.02, Guilford County, North Carolina",715,221,501,210,82,76,0,12,132,124,0,12,0,12,0,12,0,12,0,12
1500000US370810165031,370810165031,"Block Group 1, Census Tract 165.03, Guilford County, North Carolina",2823,549,1586,533,774,272,0,12,128,98,0,12,257,265,78,61,0,12,78,61
1500000US370810165032,370810165032,"Block Group 2, Census Tract 165.03, Guilford County, North Carolina",2220,560,928,277,963,438,0,12,95,75,0,12,149,240,85,88,0,12,85,88
1500000US370810165051,370810165051,"Block Group 1, Census Tract 165.05, Guilford County, North Carolina",2451,557,1542,422,434,273,0,12,293,158,0,12,43,68,139,211,0,12,139,211
1500000US370810165052,370810165052,"Block Group 2, Census Tract 165.05, Guilford County, North Carolina",3415,775,1773,550,1331,586,33,42,165,257,0,12,52,85,61,66,0,12,61,66
1500000US370810165061,370810165061,"Block Group 1, Census Tract 165.06, Guilford County, North Carolina",928,228,752,161,33,51,42,60,36,36,0,12,0,12,65,61,0,12,65,61
1500000US370810165062,370810165062,"Block Group 2, Census Tract 165.06, Guilford County, North Carolina",2446,358,1628,345,494,260,10,18,251,113,0,12,56,54,7,11,7,11,0,12
1500000US370810165063,370810165063,"Block Group 3, Census Tract 165.06, Guilford County, North Carolina",1325,278,896,282,287,143,31,33,24,29,0,12,0,12,87,89,0,12,87,89
1500000US370810166001,370810166001,"Block Group 1, Census Tract 166, Guilford County, North Carolina",2512,265,2028,277,56,62,126,197,167,205,0,12,66,100,69,116,0,12,69,116
1500000US370810167011,370810167011,"Block Group 1, Census Tract 167.01, Guilford County, North Carolina",2866,493,695,322,1780,450,52,121,88,131,0,12,62,83,189,181,0,12,189,181
1500000US370810167012,370810167012,"Block Group 2, Census Tract 167.01, Guilford County, North Carolina",1515,769,790,206,725,744,0,12,0,12,0,12,0,12,0,12,0,12,0,12
1500000US370810167013,370810167013,"Block Group 3, Census Tract 167.01, Guilford County, North Carolina",1456,537,677,471,502,262,0,12,0,12,0,12,174,237,103,155,0,12,103,155
1500000US370810167021,370810167021,"Block Group 1, Census Tract 167.02, Guilford County, North Carolina",1986,284,1814,273,83,133,9,14,8,14,0,12,59,90,13,20,13,20,0,12
1500000US370810167022,370810167022,"Block Group 2, Census Tract 167.02, Guilford County, North Carolina",1375,195,1308,195,50,55,0,12,0,12,6,10,11,17,0,12,0,12,0,12
1500000US370810168001,370810168001,"Block Group 1, Census Tract 168, Guilford County, North Carolina",968,243,858,278,47,68,10,17,53,83,0,12,0,12,0,12,0,12,0,12
1500000US370810168002,370810168002,"Block Group 2, Census Tract 168, Guilford County, North Carolina",2983,530,863,354,2002,379,0,12,0,12,0,12,117,126,1,2,0,12,1,2
