GEO.id,GEO.id2,GEO.display-label,HD01_VD02,HD02_VD02,HD01_VD03,HD02_VD03,HD01_VD04,HD02_VD04
Id,Id2,Geography,Estimate; Median age -- - Total:,Margin of Error; Median age -- - Total:,Estimate; Median age -- - Male,Margin of Error; Median age -- - Male,Estimate; Median age -- - Female,Margin of Error; Median age -- - Female
1500000US370810101001,370810101001,"Block Group 1, Census Tract 101, Guilford County, North Carolina",52.8,7.8,51.3,12.3,58.1,10.6
1500000US370810102001,370810102001,"Block Group 1, Census Tract 102, Guilford County, North Carolina",24.1,9.3,14.4,29.3,24.6,3.4
1500000US370810102002,370810102002,"Block Group 2, Census Tract 102, Guilford County, North Carolina",70.0,7.7,68.8,9.9,74.6,8.5
1500000US370810102003,370810102003,"Block Group 3, Census Tract 102, Guilford County, North Carolina",49.8,25.9,34.2,16.9,57.8,16.0
1500000US370810103001,370810103001,"Block Group 1, Census Tract 103, Guilford County, North Carolina",50.3,2.1,50.4,4.6,50.2,5.3
1500000US370810103002,370810103002,"Block Group 2, Census Tract 103, Guilford County, North Carolina",66.3,8.3,66.5,3.6,61.9,10.5
1500000US370810104011,370810104011,"Block Group 1, Census Tract 104.01, Guilford County, North Carolina",41.7,9.4,45.7,8.4,38.4,9.8
1500000US370810104012,370810104012,"Block Group 2, Census Tract 104.01, Guilford County, North Carolina",45.3,5.0,43.8,4.5,46.6,14.2
1500000US370810104031,370810104031,"Block Group 1, Census Tract 104.03, Guilford County, North Carolina",44.4,8.2,46.8,4.1,41.8,8.8
1500000US370810104032,370810104032,"Block Group 2, Census Tract 104.03, Guilford County, North Carolina",31.4,3.2,27.8,6.1,33.3,6.4
1500000US370810104041,370810104041,"Block Group 1, Census Tract 104.04, Guilford County, North Carolina",51.6,6.6,51.3,7.5,51.8,10.4
1500000US370810104042,370810104042,"Block Group 2, Census Tract 104.04, Guilford County, North Carolina",54.5,7.7,51.3,13.7,58.1,6.2
1500000US370810104043,370810104043,"Block Group 3, Census Tract 104.04, Guilford County, North Carolina",46.9,9.1,47.5,13.2,46.4,12.5
1500000US370810105001,370810105001,"Block Group 1, Census Tract 105, Guilford County, North Carolina",44.9,7.3,45.9,17.1,41.4,12.3
1500000US370810105002,370810105002,"Block Group 2, Census Tract 105, Guilford County, North Carolina",52.3,7.7,52.3,6.3,52.3,13.4
1500000US370810105003,370810105003,"Block Group 3, Census Tract 105, Guilford County, North Carolina",42.5,12.3,29.6,17.4,50.6,16.2
1500000US370810106011,370810106011,"Block Group 1, Census Tract 106.01, Guilford County, North Carolina",31.6,7.4,29.7,5.5,34.7,19.5
1500000US370810106012,370810106012,"Block Group 2, Census Tract 106.01, Guilford County, North Carolina",38.0,5.5,34.1,7.5,39.5,7.2
1500000US370810106021,370810106021,"Block Group 1, Census Tract 106.02, Guilford County, North Carolina",49.6,5.8,50.2,5.2,45.4,14.5
1500000US370810106022,370810106022,"Block Group 2, Census Tract 106.02, Guilford County, North Carolina",24.4,3.1,23.2,2.8,25.7,3.8
1500000US370810106023,370810106023,"Block Group 3, Census Tract 106.02, Guilford County, North Carolina",24.1,2.4,25.2,5.3,23.7,1.9
1500000US370810106024,370810106024,"Block Group 4, Census Tract 106.02, Guilford County, North Carolina",23.3,2.2,23.5,3.6,23.1,2.4
1500000US370810107011,370810107011,"Block Group 1, Census Tract 107.01, Guilford County, North Carolina",41.2,4.4,40.8,5.9,42.6,9.6
1500000US370810107012,370810107012,"Block Group 2, Census Tract 107.01, Guilford County, North Carolina",29.3,3.6,31.6,7.4,28.4,4.2
1500000US370810107021,370810107021,"Block Group 1, Census Tract 107.02, Guilford County, North Carolina",21.8,2.4,21.9,6.7,21.5,3.5
1500000US370810107022,370810107022,"Block Group 2, Census Tract 107.02, Guilford County, North Carolina",23.6,1.7,25.3,5.1,21.7,0.7
1500000US370810107023,370810107023,"Block Group 3, Census Tract 107.02, Guilford County, North Carolina",19.6,0.2,19.6,0.3,19.5,0.3
1500000US370810108001,370810108001,"Block Group 1, Census Tract 108, Guilford County, North Carolina",51.0,5.0,50.8,10.4,51.0,7.9
1500000US370810108002,370810108002,"Block Group 2, Census Tract 108, Guilford County, North Carolina",29.5,1.5,30.3,10.3,27.6,4.3
1500000US370810109001,370810109001,"Block Group 1, Census Tract 109, Guilford County, North Carolina",31.8,21.9,38.0,29.7,30.7,15.5
1500000US370810109002,370810109002,"Block Group 2, Census Tract 109, Guilford County, North Carolina",43.9,8.8,47.6,11.0,39.0,8.8
1500000US370810110001,370810110001,"Block Group 1, Census Tract 110, Guilford County, North Carolina",22.5,5.8,22.5,5.8,-,**
1500000US370810110002,370810110002,"Block Group 2, Census Tract 110, Guilford County, North Carolina",20.7,35.9,-,**,20.7,47.2
1500000US370810110003,370810110003,"Block Group 3, Census Tract 110, Guilford County, North Carolina",19.8,0.5,20.5,1.6,19.5,0.6
1500000US370810111011,370810111011,"Block Group 1, Census Tract 111.01, Guilford County, North Carolina",15.5,20.5,46.7,1.7,3.5,0.3
1500000US370810111012,370810111012,"Block Group 2, Census Tract 111.01, Guilford County, North Carolina",53.9,20.9,-,**,-,**
1500000US370810111021,370810111021,"Block Group 1, Census Tract 111.02, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810111022,370810111022,"Block Group 2, Census Tract 111.02, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810112001,370810112001,"Block Group 1, Census Tract 112, Guilford County, North Carolina",32.1,24.5,42.4,33.7,24.8,23.5
1500000US370810112002,370810112002,"Block Group 2, Census Tract 112, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810112003,370810112003,"Block Group 3, Census Tract 112, Guilford County, North Carolina",30.5,33.7,8.5,0.2,31.3,0.3
1500000US370810112004,370810112004,"Block Group 4, Census Tract 112, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810113001,370810113001,"Block Group 1, Census Tract 113, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810113002,370810113002,"Block Group 2, Census Tract 113, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810113003,370810113003,"Block Group 3, Census Tract 113, Guilford County, North Carolina",48.5,24.4,48.5,24.4,-,**
1500000US370810113004,370810113004,"Block Group 4, Census Tract 113, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810114001,370810114001,"Block Group 1, Census Tract 114, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810114002,370810114002,"Block Group 2, Census Tract 114, Guilford County, North Carolina",52.8,0.6,-,**,52.4,0.3
1500000US370810114003,370810114003,"Block Group 3, Census Tract 114, Guilford County, North Carolina",34.8,10.2,-,**,37.5,14.8
1500000US370810114004,370810114004,"Block Group 4, Census Tract 114, Guilford County, North Carolina",-,**,-,**,-,**
1500000US370810114005,370810114005,"Block Group 5, Census Tract 114, Guilford County, North Carolina",61.5,33.9,38.0,52.1,-,**
1500000US370810114006,370810114006,"Block Group 6, Census Tract 114, Guilford County, North Carolina",37.3,12.1,-,**,37.5,24.2
1500000US370810115001,370810115001,"Block Group 1, Census Tract 115, Guilford County, North Carolina",26.5,4.9,26.9,18.5,23.7,9.1
1500000US370810115002,370810115002,"Block Group 2, Census Tract 115, Guilford County, North Carolina",42.1,7.1,49.2,5.9,35.7,4.8
1500000US370810115003,370810115003,"Block Group 3, Census Tract 115, Guilford County, North Carolina",47.9,18.4,47.4,24.8,56.5,14.8
1500000US370810116011,370810116011,"Block Group 1, Census Tract 116.01, Guilford County, North Carolina",36.7,13.4,33.7,20.8,37.1,17.7
1500000US370810116012,370810116012,"Block Group 2, Census Tract 116.01, Guilford County, North Carolina",35.6,14.0,35.3,10.1,41.9,18.3
1500000US370810116013,370810116013,"Block Group 3, Census Tract 116.01, Guilford County, North Carolina",54.2,18.4,63.1,24.6,50.5,15.8
1500000US370810116021,370810116021,"Block Group 1, Census Tract 116.02, Guilford County, North Carolina",26.6,33.6,26.6,21.2,-,**
1500000US370810116022,370810116022,"Block Group 2, Census Tract 116.02, Guilford County, North Carolina",43.5,9.4,39.4,17.9,47.5,13.4
1500000US370810116023,370810116023,"Block Group 3, Census Tract 116.02, Guilford County, North Carolina",27.6,22.1,27.3,9.8,41.4,31.3
1500000US370810119041,370810119041,"Block Group 1, Census Tract 119.04, Guilford County, North Carolina",36.0,6.7,32.6,14.5,42.1,13.6
1500000US370810119042,370810119042,"Block Group 2, Census Tract 119.04, Guilford County, North Carolina",34.8,9.3,30.1,8.8,43.3,10.1
1500000US370810119051,370810119051,"Block Group 1, Census Tract 119.05, Guilford County, North Carolina",35.0,12.9,35.1,3.7,23.9,26.7
1500000US370810119052,370810119052,"Block Group 2, Census Tract 119.05, Guilford County, North Carolina",70.8,15.0,70.3,7.9,76.8,16.3
1500000US370810119053,370810119053,"Block Group 3, Census Tract 119.05, Guilford County, North Carolina",41.6,26.1,40.3,19.6,53.1,30.2
1500000US370810125031,370810125031,"Block Group 1, Census Tract 125.03, Guilford County, North Carolina",43.0,13.3,36.1,12.6,53.7,7.9
1500000US370810125032,370810125032,"Block Group 2, Census Tract 125.03, Guilford County, North Carolina",47.3,3.9,47.3,3.0,47.3,6.3
1500000US370810125041,370810125041,"Block Group 1, Census Tract 125.04, Guilford County, North Carolina",49.1,18.0,49.8,12.0,44.3,22.0
1500000US370810125042,370810125042,"Block Group 2, Census Tract 125.04, Guilford County, North Carolina",43.9,8.6,46.0,16.0,34.9,18.0
1500000US370810125051,370810125051,"Block Group 1, Census Tract 125.05, Guilford County, North Carolina",47.4,5.2,44.1,5.6,50.2,8.0
1500000US370810125052,370810125052,"Block Group 2, Census Tract 125.05, Guilford County, North Carolina",57.5,3.2,58.1,6.2,57.2,4.5
1500000US370810125053,370810125053,"Block Group 3, Census Tract 125.05, Guilford County, North Carolina",46.9,4.3,45.6,4.3,48.3,6.8
1500000US370810125081,370810125081,"Block Group 1, Census Tract 125.08, Guilford County, North Carolina",47.7,14.0,38.5,8.2,49.5,5.1
1500000US370810125082,370810125082,"Block Group 2, Census Tract 125.08, Guilford County, North Carolina",48.7,7.6,40.4,19.4,49.9,5.3
1500000US370810125083,370810125083,"Block Group 3, Census Tract 125.08, Guilford County, North Carolina",39.8,7.6,33.4,7.6,44.1,12.5
1500000US370810125084,370810125084,"Block Group 4, Census Tract 125.08, Guilford County, North Carolina",40.6,6.2,42.1,9.1,37.8,6.2
1500000US370810125091,370810125091,"Block Group 1, Census Tract 125.09, Guilford County, North Carolina",52.0,2.7,51.1,3.7,52.9,4.8
1500000US370810125101,370810125101,"Block Group 1, Census Tract 125.10, Guilford County, North Carolina",51.7,3.9,44.1,9.2,55.6,1.9
1500000US370810125102,370810125102,"Block Group 2, Census Tract 125.10, Guilford County, North Carolina",56.9,3.8,55.7,7.1,57.5,2.5
1500000US370810125111,370810125111,"Block Group 1, Census Tract 125.11, Guilford County, North Carolina",49.3,4.5,45.3,9.2,52.3,7.1
1500000US370810125112,370810125112,"Block Group 2, Census Tract 125.11, Guilford County, North Carolina",58.5,8.4,58.6,9.4,58.4,10.0
1500000US370810125113,370810125113,"Block Group 3, Census Tract 125.11, Guilford County, North Carolina",53.8,5.0,56.1,6.5,52.0,9.3
1500000US370810125114,370810125114,"Block Group 4, Census Tract 125.11, Guilford County, North Carolina",52.1,13.2,47.6,18.8,53.8,15.9
1500000US370810126011,370810126011,"Block Group 1, Census Tract 126.01, Guilford County, North Carolina",62.1,10.7,47.2,18.7,72.7,15.3
1500000US370810126012,370810126012,"Block Group 2, Census Tract 126.01, Guilford County, North Carolina",59.3,23.3,50.6,29.5,63.1,17.4
1500000US370810126013,370810126013,"Block Group 3, Census Tract 126.01, Guilford County, North Carolina",26.6,9.2,34.5,4.4,26.3,1.1
1500000US370810126014,370810126014,"Block Group 4, Census Tract 126.01, Guilford County, North Carolina",42.8,6.5,45.6,7.2,39.5,15.9
1500000US370810126041,370810126041,"Block Group 1, Census Tract 126.04, Guilford County, North Carolina",48.1,5.2,42.6,6.1,48.5,5.9
1500000US370810126042,370810126042,"Block Group 2, Census Tract 126.04, Guilford County, North Carolina",55.8,10.0,52.3,21.5,60.7,7.0
1500000US370810126043,370810126043,"Block Group 3, Census Tract 126.04, Guilford County, North Carolina",63.2,16.0,64.0,16.7,57.6,16.7
1500000US370810126044,370810126044,"Block Group 4, Census Tract 126.04, Guilford County, North Carolina",64.0,8.9,63.7,7.2,64.4,56.2
1500000US370810126071,370810126071,"Block Group 1, Census Tract 126.07, Guilford County, North Carolina",47.2,8.3,43.1,8.8,51.2,9.5
1500000US370810126081,370810126081,"Block Group 1, Census Tract 126.08, Guilford County, North Carolina",41.6,13.0,39.8,18.0,44.0,18.8
1500000US370810126091,370810126091,"Block Group 1, Census Tract 126.09, Guilford County, North Carolina",52.2,11.4,52.3,7.5,50.8,20.1
1500000US370810126092,370810126092,"Block Group 2, Census Tract 126.09, Guilford County, North Carolina",68.2,13.0,61.4,53.1,70.5,29.3
1500000US370810126093,370810126093,"Block Group 3, Census Tract 126.09, Guilford County, North Carolina",60.4,31.5,41.9,32.0,61.9,3.6
1500000US370810126094,370810126094,"Block Group 4, Census Tract 126.09, Guilford County, North Carolina",51.9,5.1,53.4,8.0,50.5,7.4
1500000US370810126101,370810126101,"Block Group 1, Census Tract 126.10, Guilford County, North Carolina",62.0,6.1,63.8,3.5,61.1,12.2
1500000US370810126102,370810126102,"Block Group 2, Census Tract 126.10, Guilford County, North Carolina",59.9,12.0,46.8,40.8,62.2,10.0
1500000US370810126111,370810126111,"Block Group 1, Census Tract 126.11, Guilford County, North Carolina",35.9,32.9,36.4,56.3,35.8,32.6
